label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,avg_inst_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec,cv_inst_exec
leaky_relu,256,15196620,37334,7391785,742738,31,0.40036218205373675,0.37968540052474953,0.3391344505607433,0.38698933043753175,0.14782502241793033
leaky_relu,512,12395734,140294,8161244,675060,29,0.10652428404509341,0.1946610193693032,0.051356768795456226,0.36842757038573637,0.01946124502886379
leaky_relu,1024,14538442,473679,8165665,521779,31,0.27723923749410695,0.12722658997015557,0.09790883171680051,0.05388911605324711,0.09116056881941459
leaky_relu,2048,12330324,2218194,6488400,487741,32,0.044820981937517504,0.10869844563154446,0.09219327598521675,0.24266870762434492,0.14139190265868387
leaky_relu,4096,11838539,8679325,6720016,528141,28,0.0812893532821245,0.11091816282208337,0.12918465475646382,0.24438239975736656,0.20069084834390566
leaky_relu,8192,12193619,31998612,6137245,409551,31,0.15066703036323317,0.003066700919736951,0.10104519312954431,0.024222717814109958,0.04875080526548766
softmax,64,22977621,72078,23036127,1501382,114,0.36883998679425545,0.36489452848158477,0.06232822270422756,0.013743554126887858,0.6585961173577531
softmax,128,16248923,255246,18052820,1539153,100,0.07810324217004219,0.46144429926054376,0.2719558301839346,0.04111822730860453,0.07455847847150796
softmax,256,15984461,889017,16280742,1763134,84,0.39392273360116625,0.4220446018818221,0.11249391289859538,0.25867901855354064,0.461740612392083
softmax,512,16610491,3123487,18567828,1608878,136,0.1709275662746865,0.24696256747765638,0.4498811412650479,0.09211131023183819,0.6728242519770248
softmax,1024,12709188,8560031,14233131,1529402,125,0.05102765319286938,0.04060282528035305,0.036409444965928815,0.005966588029772667,0.22299775783626166
softmax,2048,12244578,33491573,15371516,1637414,143,0.02616734170947478,0.02998930184138444,0.130387319597991,0.11435851124550503,0.3600925084314783
softmax,4096,12718113,133331510,14354743,1595380,161,0.10536898846478111,0.019051291795572065,0.09243846527060105,0.07402092608568325,0.21696561481123125
softmax,8192,12088020,531852761,14725065,1520458,143,0.041616308493052194,0.024278218524838576,0.1383345834556863,0.019712180876520043,0.624343895751572
tanh,64,12220845,36368,6533920,455142,29,0.13504044391460818,0.06574904952922393,0.189664020886687,0.13146836427524275,0.18775808683929895
tanh,128,18398363,199510,8877273,556714,26,0.14045094505517935,0.45499547929005324,0.3734901926668524,0.25693907974902075,0.2664693550105965
tanh,256,20126644,773504,8335710,539261,35,0.14945188431666837,0.16491437965205122,0.31493441397040123,0.17851125040887728,0.13072081566557564
tanh,512,19369613,3311365,9846854,597257,34,0.03126182310467488,0.5264161799257079,0.21584375433677266,0.4085618592153118,0.15887222732556064
tanh,1024,11916204,7728882,6272096,564383,29,0.1330170138304109,0.00645392812183547,0.1511563668097709,0.2733995223425187,0.10414944761263274
tanh,2048,10802359,30845545,5909026,406960,30,0.03183087143786198,0.009629555132062002,0.18240494162785667,0.015970627916896667,0.23333333333333334
tanh,4096,10888584,121874704,6003183,449913,32,0.040382126767897444,0.005821635698038756,0.19260710097519787,0.16785888942980529,0.03534797566467097
tanh,8192,11422950,485204100,6968105,484651,28,0.015849989482991024,0.003266970474407251,0.07133859351271676,0.14068868694588693,0.08056050267762219
maxpool,64,13085464,5074,8852612,1254797,56,0.12530799788850708,0.372918928309158,0.06818560950379396,0.1788139604226582,0.04724555912615341
maxpool,128,15413148,13857,9228479,933722,84,0.31121033203922294,0.5420870605756662,0.2784715448180188,0.3654182387675726,0.5516489649051015
maxpool,256,16069866,37967,10399934,1010675,51,0.366854986194222,0.2743546270726225,0.3796124084410068,0.5377481001096652,0.2065814461343674
maxpool,512,15212844,111017,8710217,888104,40,0.04828992655821867,0.1836662688386275,0.09117057653513168,0.3412184028697406,0.1988629655457184
maxpool,1024,12547877,603692,8620573,721164,50,0.12545249998728691,0.11184046373686556,0.16465598988777008,0.0551835647501448,0.6017386326675787
maxpool,2048,13181163,2746512,9896188,898794,171,0.09180538669477868,0.0032884353786417644,0.19902854689685584,0.31345915864357693,0.9679276729567134
