label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec
sqrt,128,12660885,165336,7831064,545012,0.11007294798538005,0.30644393064844,0.13118626241911296,0.08011759345482009
sqrt,256,15722069,239167,7085445,515574,0.14153028860393985,0.12905681004933103,0.28925884672660934,0.19321404084756053
sqrt,512,12615690,282143,7151263,536472,0.09630262390105941,0.07587537138477497,0.24990098391245238,0.26435423698497423
sqrt,1024,12935579,788656,7149308,609470,0.06963239604232989,0.007872001170785051,0.19934460598403816,0.4093615591558688
sqrt,2048,12756181,2681878,6495329,541493,0.06615293491756073,0.12301788166895344,0.06534020835795204,0.282713086458011
sqrt,4096,12907299,9214021,6634752,460990,0.0782863029113359,0.009166161632701016,0.142540365166737,0.21730840225869716
sqrt,8192,12479380,36191303,6177680,509959,0.09601566075896421,0.0020295429359691005,0.13461535442458045,0.1880520961661532
clip,64,15186188,155040,8684562,572773,0.12361598584668809,0.177384879092584,0.2347556546907945,0.23878319904351125
clip,128,20401175,131525,10403988,702176,0.26954310706221957,0.1279409184912454,0.24986903916515604,0.19524501599566546
clip,256,13326553,202676,9835265,873573,0.12914639722944388,0.23270928478262765,0.23235953370374363,0.3254527676591881
clip,512,13197320,256435,5952375,465694,0.13654914350351485,0.18198019799057966,0.10108357479145011,0.12635842331701286
clip,1024,13362243,599878,6869888,561346,0.09104259158962483,0.08084144311681361,0.1707595506861009,0.255449507915877
clip,2048,11689447,2053280,5945576,454815,0.018854844330141417,0.013716911563495636,0.20701314600213402,0.16487345840932482
clip,4096,11964607,8920111,5836949,407069,0.02406997067166436,0.0836946400609126,0.04953905595199903,0.02340680489730287
clip,8192,12195695,34452112,6640303,455998,0.037260654830427904,0.10209190152680565,0.13855536158470697,0.15049086238309836
leaky_relu,64,13902639,135363,9366978,999855,0.20515130067776538,0.19010140623592683,0.09337597611172033,0.37981911782980937
leaky_relu,128,12966551,128345,7854557,520159,0.07012523898306806,0.045589850129581264,0.26157650486239054,0.28569229210795194
leaky_relu,256,17103066,167941,7600039,602446,0.2936853488788549,0.25501867461364414,0.19933530746209457,0.09866436031854744
leaky_relu,512,15993323,245750,6830084,412973,0.1727505149666947,0.11528659561106917,0.11613484092700897,0.014903355479942952
leaky_relu,1024,12827351,627876,6536438,469894,0.15414418506052055,0.10542045836737761,0.029825847221798325,0.16230460545680203
