label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,avg_inst_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec,cv_inst_exec
div,512,18379558,323551,8901153,480187,46,0.35146478155428523,0.722379934465832,0.11170962567589347,0.004332894285240871,0.012460797176754511
div,1024,14425139,1345878,8624412,581820,60,0.15279887652623422,0.6407902227575762,0.19594082084385134,0.2721990340473828,0.29037824751041347
div,2048,12194706,3700379,9911579,557824,47,0.020135230445979382,0.015247968824544418,0.01168049619309957,0.10117821956348262,0.02439508179674475
div,4096,12945952,13259528,10613302,729830,65,0.07831698370488797,0.1266955576749598,0.043506134288006836,0.06755790643173779,0.17116462233591234
div,8192,12732218,45226370,9293657,593451,49,0.014970135407431914,0.0057892948923782975,0.22220575637151851,0.26059880798643337,0.06515980243914159
sum,64,17980855,9479,10545636,611997,35,0.4370807554800792,0.5750739990219033,0.3198334250979641,0.24869744495298646,0.22835124715646013
sum,128,20666342,42522,12847043,667001,32,0.18401207424649982,0.25503807599432565,0.303932722250928,0.09994734561803201,0.03125
sum,256,16863761,139974,9841632,588797,34,0.37285798890251837,0.28532656960084163,0.14021483421251013,0.20667075506129812,0.07781621503131149
sum,512,17456704,432288,9263069,722470,32,0.22455603589490736,0.31214281141924083,0.23512676138258484,0.6007172341440287,0.08836993916167742
sum,1024,12731300,1113545,7239559,457191,43,0.0883099031866524,0.015172421837595807,0.0865735823765103,0.026314750512372365,0.43316640693234115
sum,2048,12245894,4881930,9137588,432783,38,0.08218653775711551,0.024734273940033056,0.3443497941738537,0.1037607047123335,0.12328214677180718
